91450,PEDRO CARBO,09D14,38405,521,74
91451,VALLE DE LA VIRGEN,09D14,5751,100,57
91452,SABANILLA,09D14,8021,320,25
91651,TARIFA,09D23,16686,93,179
91953,JUNQUILLAL,09D20,12680,94,134
92450,LOMAS DE SARGENTILLO,09D14,22254,72,310
92850,ISIDRO AYORA,09D14,14305,492,29
100150,SAN MIGUEL DE IBARRA,10D01,168068,243,691
100152,ANGOCHAGUA,10D01,3561,118,30
100153,CAROLINA,10D01,3258,273,12
100155,LITA,10D01,3964,238,17
100156,SALINAS,10D01,5880,466,13
100157,SAN ANTONIO,10D01,2127,413,5
100250,ATUNTAQUI,10D02,28099,22,1253
100254,SAN ROQUE,10D02,1194,48,25
100350,COTACACHI,10D03,21414,66,325
100351,APUELA,10D03,1936,202,10
100353,IMANTAG,10D03,5476,229,24
100356,QUIROGA,10D03,8245,46,181
100450,OTAVALO,10D02,55534,79,700
100457,SAN PABLO,10D02,5180,76,68
100458,SAN RAFAEL,10D02,1951,31,63
100550,PIMAMPIRO,10D01,10076,93,109
100552,MARIANO ACOSTA,10D01,1294,131,10
100652,LA MERCED DE BUENOS AIRES,10D01,2004,384,5
100654,SAN BLAS,10D01,3524,74,48
100655,TUMBABIRO,10D01,1680,38,45
110150,LOJA,11D01,214296,285,752
110153,EL CISNE,11D01,1639,109,15
110154,GUALEL,11D01,2082,100,21
110157,SAN LUCAS,11D01,4686,157,30
110163,QUINARA,11D01,1502,148,10
110250,CARIAMANGA,11D06,19551,349,56
110251,COLAISACA,11D06,1430,193,7
110252,EL LUCERO,11D06,2658,93,28
110253,UTUANA,11D06,1016,117,9
110351,EL TAMBO,11D02,9285,63,147
110353,SAN PEDRO DE LA BENDITA,11D02,1924,147,13
110450,CELICA,11D04,6685,238,28
110550,CHAGUARPAMBA,11D02,3466,101,34
110551,BUENAVISTA,11D02,7744,41,188
110553,SANTA RUFINA,11D02,1211,54,22
110650,AMALUZA,11D05,896,180,5
110652,JIMBURA,11D05,2050,97,21
110655,EL INGENIO,11D05,256,19,14
110656,EL AIRO,11D05,802,28,29
110753,NAMBACOLA,11D06,4257,297,14
110756,SACAPALCA,11D06,1719,111,15
110950,CATACOCHA,11D03,12129,441,27
110956,ORIANGA,11D03,1586,180,9
110958,CASANGA,11D03,1735,52,33
110959,YAMANA,11D03,1237,22,56
111050,ALAMOR,11D04,8987,241,37
111055,VICENTINO,11D04,1047,56,19
111250,SOZORANGA,11D07,3671,294,12
111350,ZAPOTILLO,11D09,5851,195,30
111352,GARZAREAL,11D09,1913,190,10
111450,PINDAL,11D04,4393,50,89
111550,QUILANGA,11D06,2559,93,28
111650,OLMEDO,11D02,3702,62,60
120150,BABAHOYO,12D01,112033,169,662
120152,CARACOL,12D01,5226,92,57
120154,PIMOCHA,12D01,28145,279,101
120250,BABA,12D01,21574,171,126
120251,GUARE,12D01,13581,233,58
120252,ISLA DE BEJUCAL,12D01,10141,111,91
120350,MONTALVO,12D01,5254,317,17
120351,LA ESMERALDA,12D01,2479,57,44
120450,PUEBLOVIEJO,12D02,14972,150,100
120451,PUERTO PECHICHE,12D02,5221,82,64
120452,SAN JUAN,12D02,4696,36,131
120550,QUEVEDO,12D03,187103,256,732
120553,SAN CARLOS,12D03,9404,104,91
120555,LA ESPERANZA,12D03,8681,35,248
120650,CATARAMA,12D02,9680,50,193
120651,RICAURTE,12D02,26919,14,1932
120750,VENTANAS,12D04,49009,153,320
120752,ZAPOTAL,12D04,18368,246,75
120850,VINCES,12D05,63527,573,111
120950,PALENQUE,12D05,24838,569,44
121050,SAN JACINTO DE BUENA FE,12D06,59559,415,144
121051,PATRICIA PILAR,12D06,14851,166,89
121150,VALENCIA,12D06,51509,970,53
121250,MOCACHE,12D03,42026,566,74
121350,QUINSALOMA,12D04,19470,289,67
130150,PORTOVIEJO,13D01,252248,415,608
130153,CRUCITA,13D01,16997,62,274
130154,PUEBLO NUEVO,13D01,4181,37,113
130157,CHIRIJOS,13D01,2717,61,45
130250,CALCETA,13D06,34702,304,114
130251,MEMBRILLO,13D06,3573,122,29
130252,QUIROGA,13D06,8245,46,181
130350,CHONE,13D07,76247,806,95
130352,CANUTO,13D07,11134,206,54
130353,CONVENTO,13D07,6369,299,21
130354,CHIBUNGA,13D07,6083,569,11
130355,ELOY ALFARO,13D07,303910,342,889
130356,RICAURTE,13D07,26919,14,1932
130357,SAN ANTONIO,13D07,2127,413,5
130450,EL CARMEN,13D05,84141,755,111
130452,SAN PEDRO DE SUMA,13D05,7252,189,38
130550,FLAVIO ALFARO,13D07,20177,986,20
130552,ZAPALLO,13D07,3531,100,35
130650,JIPIJAPA,13D03,54639,385,142
130653,JULCUY,13D03,1816,296,6
130656,MEMBRILLAL,13D03,955,82,12
130850,MANTA,13D02,261871,90,2903
130950,MONTECRISTI,13D02,96858,599,162
130952,LA PILA,13D02,3079,106,29
131052,CASCOL,13D09,8764,465,19
131150,PICHINCHA,13D08,17293,501,35
131151,BARRAGANETE,13D08,8300,428,19
131250,ROCAFUERTE,13D12,6173,155,40
131350,SANTA ANA DE VUELTA LARGA,13D04,24506,293,84
131351,AYACUCHO,13D04,7934,104,76
131457,SAN ISIDRO,13D11,2983,46,64
131550,TOSAGUA,13D12,31309,248,126
131551,BACHILLERO,13D12,4438,58,76
131650,SUCRE,13D04,15645,203,77
131651,BELLAVISTA,13D04,5047,52,97
131652,NOBOA,13D04,7063,151,47
131750,PEDERNALES,13D10,43049,697,62
131752,10 DE AGOSTO,13D10,1930,155,12
131850,OLMEDO,13D04,3702,62,60
131951,MACHALILLA,13D03,6303,137,46
131952,SALANGO,13D03,5838,87,67
132050,JAMA,13D10,16588,568,29
132250,SAN VICENTE,13D11,1691,122,14
132251,CANOA,13D11,8117,396,21
140150,MACAS,14D01,22621,49,459
140153,GENERAL PROAÑO,14D01,4929,73,67
140157,SEVILLA DON BOSCO,14D01,18647,2246,8
140162,CUCHAENTZA,14D01,2813,345,8
140250,GUALAQUIZA,14D04,12323,366,34
140252,BERMEJOS,14D04,209,104,2
140255,EL ROSARIO,14D04,10081,137,73
140451,ARAPICOS,14D02,974,214,5
140455,16 DE AGOSTO,14D02,1361,92,15
140552,CHUPIANZA,14D06,663,101,7
140553,PATUCA,14D06,1924,257,7
140556,TAYUZA,14D06,1606,95,17
140557,SAN FRANCISCO DE CHINIMBIMI,14D06,1157,127,9
140652,HUAMBI,14D03,3398,223,15
140750,HUAMBOYA,14D02,4083,184,22
140751,CHIGUAZA,14D02,6747,472,14
140850,SAN JUAN BOSCO,14D04,2547,129,20
140950,TAISHA,14D05,7817,1326,6
140952,MACUMA,14D05,7360,1269,6
141050,LOGROÑO,14D03,2604,55,47
141051,YAUPI,14D03,2206,859,3
141052,SHIMPIS,14D03,2674,265,10
141150,PABLO SEXTO,14D02,2267,1389,2
141250,SANTIAGO,14D06,1633,50,33
150150,TENA,15D01,39578,81,486
150151,AHUANO,15D01,7476,429,17
150153,CHONTAPUNTA,15D01,8721,963,9
150154,PANO,15D01,2179,793,3
150156,PUERTO NAPO,15D01,7152,224,32
150158,SAN JUAN DE MUYUNA,15D01,7314,162,45
150350,ARCHIDONA,15D01,15316,979,16
150352,COTUNDO,15D01,6879,1532,4
150354,SAN PABLO DE USHPAYACU,15D01,5657,153,37
150356,HATUN SUMAKU,15D01,2636,393,7
150450,EL CHACO,15D02,5624,58,98
150454,SANTA ROSA,15D02,61493,142,434
150750,BAEZA,15D02,2256,161,14
150751,COSANGA,15D02,471,481,1
150753,PAPALLACTA,15D02,635,315,2
150756,SUMACO,15D02,132,286,0
150950,CARLOS JULIO AROSEMENA TOLA,15D01,4647,501,9
160150,PUYO,16D01,39473,92,430
160152,CANELOS,16D01,2696,453,6
160161,SARAYACU,16D01,4072,2856,1
160163,TARQUI,16D01,14144,151,94
160164,TENIENTE HUGO ORTIZ,16D01,1187,105,11
160166,EL TRIUNFO,16D01,60541,560,108
160250,MERA,16D01,1909,371,5
160251,MADRE TIERRA,16D01,3684,137,27
160252,SHELL,16D01,9494,24,391
160350,SANTA CLARA,16D01,3642,244,15
160450,ARAJUNO,16D02,5690,639,9
160451,CURARAY,16D02,3863,822,0
170150,QUITO,17D04,1776364,364,4878
170152,AMAGUAÑA,17D08,43235,56,767
170156,CONOCOTO,17D08,127815,45,2859
170160,EL QUINCHE,17D09,18485,76,243
170161,GUALEA,17D01,1704,121,14
170162,GUANGOPOLO,17D08,4336,10,426
170163,GUAYLLABAMBA,17D02,20584,56,371
170164,LA MERCED,17D08,11438,32,362
170165,LLANO CHICO,17D02,15113,8,2002
170166,LLOA,17D06,1959,542,4
170169,NANEGALITO,17D01,2776,125,22
170171,NONO,17D03,2938,213,14
170172,PACTO,17D01,3898,347,11
170175,PIFO,17D09,23202,254,91
170177,POMASQUI,17D03,36883,24,1556
170179,PUEMBO,17D09,17780,32,560
170180,SAN ANTONIO,17D03,2127,413,5
170183,TABABELA,17D09,3851,25,152
170184,TUMBACO,17D09,79109,66,1207
170250,CAYAMBE,17D10,49308,255,193
170252,CANGAHUA,17D10,18037,336,54
170255,SANTA ROSA DE CUZUBAMBA,17D10,5996,22,275
170350,MACHACHI,17D11,32814,393,84
170351,ALOAG,17D11,10319,213,49
170353,CUTUGLAHUA,17D11,25422,32,783
170354,EL CHAUPI,17D11,1425,143,10
170356,TAMBILLO,17D11,1369,227,6
170357,UYUMBICHO,17D11,6192,21,294
170450,TABACUNDO,17D10,21157,71,297
170451,LA ESPERANZA,17D10,8681,35,248
